Station,Year,Month,monthly_rainfall
chuadanga,2002,3,25.0
chuadanga,2002,4,146.0
chuadanga,2002,5,240.0
chuadanga,2002,6,297.0
chuadanga,2002,7,331.0
chuadanga,2002,8,261.0
chuadanga,2002,9,263.0
chuadanga,2002,10,115.0
chuadanga,2002,11,77.0
chuadanga,2002,12,0.0
Comilla,2002,1,29.0
Comilla,2002,2,0.0
Comilla,2002,3,72.0
Comilla,2002,4,91.0
Comilla,2002,5,344.0
Comilla,2002,6,316.0
Comilla,2002,7,766.0
Comilla,2002,8,223.0
Comilla,2002,9,129.0
Comilla,2002,10,83.0
Comilla,2002,11,83.0
Comilla,2002,12,0.0
Cox's Bazar,2002,1,26.0
Cox's Bazar,2002,2,0.0
Cox's Bazar,2002,3,43.0
Cox's Bazar,2002,4,92.0
Cox's Bazar,2002,5,494.0
Cox's Bazar,2002,6,503.0
Cox's Bazar,2002,7,1236.0
Cox's Bazar,2002,8,658.0
Cox's Bazar,2002,9,316.0
Cox's Bazar,2002,10,330.0
Cox's Bazar,2002,11,219.0
Cox's Bazar,2002,12,1.0
Dhaka,2002,1,22.0
Dhaka,2002,2,4.0
Dhaka,2002,3,51.0
Dhaka,2002,4,111.0
Dhaka,2002,5,272.0
Dhaka,2002,6,373.0
Dhaka,2002,7,446.0
Dhaka,2002,8,272.0
Dhaka,2002,9,156.0
Dhaka,2002,10,52.0
Dhaka,2002,11,36.0
Dhaka,2002,12,0.0
Dinajpur,2002,1,8.0
Dinajpur,2002,2,18.0
Dinajpur,2002,3,13.0
Dinajpur,2002,4,168.0
Dinajpur,2002,5,104.0
Dinajpur,2002,6,658.0
Dinajpur,2002,7,795.0
Dinajpur,2002,8,246.0
Dinajpur,2002,9,481.0
Dinajpur,2002,10,56.0
Dinajpur,2002,11,6.0
Dinajpur,2002,12,0.0
Faridpur,2002,1,19.0
Faridpur,2002,2,0.0
Faridpur,2002,3,56.0
Faridpur,2002,4,91.0
Faridpur,2002,5,286.0
Faridpur,2002,6,395.0
Faridpur,2002,7,586.0
Faridpur,2002,8,420.0
Faridpur,2002,9,158.0
Faridpur,2002,10,38.0
Faridpur,2002,11,130.0
Faridpur,2002,12,0.0
Feni,2002,1,4.0
Feni,2002,2,0.0
Feni,2002,3,95.0
Feni,2002,4,94.0
Feni,2002,5,455.0
Feni,2002,6,460.0
Feni,2002,7,790.0
Feni,2002,8,439.0
Feni,2002,9,218.0
Feni,2002,10,20.0
Feni,2002,11,85.0
Feni,2002,12,0.0
Hatiya,2002,1,3.0
Hatiya,2002,2,0.0
Hatiya,2002,3,31.0
Hatiya,2002,4,84.0
Hatiya,2002,5,437.0
Hatiya,2002,6,690.0
Hatiya,2002,7,1019.0
Hatiya,2002,8,562.0
Hatiya,2002,9,297.0
Hatiya,2002,10,118.0
Hatiya,2002,11,143.0
Hatiya,2002,12,0.0
Ishurdi,2002,1,15.0
Ishurdi,2002,2,2.0
Ishurdi,2002,3,62.0
Ishurdi,2002,4,72.0
Ishurdi,2002,5,177.0
Ishurdi,2002,6,296.0
Ishurdi,2002,7,253.0
Ishurdi,2002,8,227.0
Ishurdi,2002,9,240.0
Ishurdi,2002,10,75.0
Ishurdi,2002,11,47.0
Ishurdi,2002,12,0.0
Jessore,2002,1,18.0
Jessore,2002,2,0.0
Jessore,2002,3,22.0
Jessore,2002,4,161.0
Jessore,2002,5,264.0
Jessore,2002,6,535.0
Jessore,2002,7,524.0
Jessore,2002,8,231.0
Jessore,2002,9,221.0
Jessore,2002,10,32.0
Jessore,2002,11,112.0
Jessore,2002,12,0.0
Khepupara,2002,1,16.0
Khepupara,2002,2,0.0
Khepupara,2002,3,38.0
Khepupara,2002,4,143.0
Khepupara,2002,5,342.0
Khepupara,2002,6,571.0
Khepupara,2002,7,509.0
Khepupara,2002,8,540.0
Khepupara,2002,9,374.0
Khepupara,2002,10,216.0
Khepupara,2002,11,76.0
Khepupara,2002,12,0.0
Khulna,2002,1,15.0
Khulna,2002,2,0.0
Khulna,2002,3,14.0
Khulna,2002,4,74.0
Khulna,2002,5,254.0
Khulna,2002,6,846.0
Khulna,2002,7,360.0
Khulna,2002,8,483.0
Khulna,2002,9,357.0
Khulna,2002,10,22.0
Khulna,2002,11,169.0
Khulna,2002,12,0.0
Kutubdia,2002,1,3.0
Kutubdia,2002,2,0.0
Kutubdia,2002,3,41.0
Kutubdia,2002,4,56.0
Kutubdia,2002,5,473.0
Kutubdia,2002,6,359.0
Kutubdia,2002,7,581.0
Kutubdia,2002,8,392.0
Kutubdia,2002,9,177.0
Kutubdia,2002,10,202.0
Kutubdia,2002,11,0.0
Kutubdia,2002,12,0.0
M.court,2002,1,18.0
M.court,2002,2,0.0
M.court,2002,3,93.0
M.court,2002,4,120.0
M.court,2002,5,494.0
M.court,2002,6,685.0
M.court,2002,7,726.0
M.court,2002,8,476.0
M.court,2002,9,204.0
M.court,2002,10,98.0
M.court,2002,11,108.0
M.court,2002,12,0.0
Madaripur,2002,1,8.0
Madaripur,2002,2,6.0
Madaripur,2002,3,100.0
Madaripur,2002,4,89.0
Madaripur,2002,5,193.0
Madaripur,2002,6,528.0
Madaripur,2002,7,553.0
Madaripur,2002,8,355.0
Madaripur,2002,9,209.0
Madaripur,2002,10,24.0
Madaripur,2002,11,100.0
Madaripur,2002,12,0.0
Mongla,2002,1,13.0
Mongla,2002,2,5.0
Mongla,2002,3,32.0
Mongla,2002,4,74.0
Mongla,2002,5,206.0
Mongla,2002,6,983.0
Mongla,2002,7,389.0
Mongla,2002,8,441.0
Mongla,2002,9,492.0
Mongla,2002,10,62.0
Mongla,2002,11,89.0
Mongla,2002,12,0.0
Mymensingh,2002,1,6.0
Mymensingh,2002,2,0.0
Mymensingh,2002,3,41.0
Mymensingh,2002,4,259.0
Mymensingh,2002,5,389.0
Mymensingh,2002,6,606.0
Mymensingh,2002,7,440.0
Mymensingh,2002,8,204.0
Mymensingh,2002,9,255.0
Mymensingh,2002,10,145.0
Mymensingh,2002,11,87.0
Mymensingh,2002,12,0.0
Patuakhali,2002,1,11.0
Patuakhali,2002,2,0.0
Patuakhali,2002,3,4.0
Patuakhali,2002,4,101.0
Patuakhali,2002,5,185.0
Patuakhali,2002,6,809.0
Patuakhali,2002,7,560.0
Patuakhali,2002,8,458.0
Patuakhali,2002,9,481.0
Patuakhali,2002,10,81.0
Patuakhali,2002,11,14.0
Patuakhali,2002,12,0.0
Rajshahi,2002,1,10.0
Rajshahi,2002,2,1.0
Rajshahi,2002,3,20.0
Rajshahi,2002,4,96.0
Rajshahi,2002,5,196.0
Rajshahi,2002,6,222.0
Rajshahi,2002,7,316.0
Rajshahi,2002,8,238.0
Rajshahi,2002,9,281.0
Rajshahi,2002,10,48.0
Rajshahi,2002,11,17.0
Rajshahi,2002,12,0.0
Rangamati,2002,1,9.0
Rangamati,2002,2,0.0
Rangamati,2002,3,42.0
Rangamati,2002,4,66.0
Rangamati,2002,5,439.0
Rangamati,2002,6,262.0
Rangamati,2002,7,852.0
Rangamati,2002,8,472.0
Rangamati,2002,9,353.0
Rangamati,2002,10,79.0
Rangamati,2002,11,94.0
Rangamati,2002,12,7.0
Rangpur,2002,1,8.0
Rangpur,2002,2,6.0
Rangpur,2002,3,38.0
Rangpur,2002,4,376.0
Rangpur,2002,5,290.0
Rangpur,2002,6,913.0
Rangpur,2002,7,582.0
Rangpur,2002,8,287.0
Rangpur,2002,9,521.0
Rangpur,2002,10,99.0
Rangpur,2002,11,7.0
Rangpur,2002,12,0.0
Sandwip,2002,1,11.0
Sandwip,2002,2,0.0
Sandwip,2002,3,230.0
Sandwip,2002,4,201.0
Sandwip,2002,5,835.0
Sandwip,2002,6,1017.0
Sandwip,2002,7,1548.0
Sandwip,2002,8,0.0
Sandwip,2002,9,0.0
Sandwip,2002,10,0.0
Sandwip,2002,11,0.0
Sandwip,2002,12,0.0
Satkhira,2002,1,14.0
Satkhira,2002,2,0.0
Satkhira,2002,3,6.0
Satkhira,2002,4,91.0
Satkhira,2002,5,164.0
Satkhira,2002,6,536.0
Satkhira,2002,7,434.0
Satkhira,2002,8,301.0
Satkhira,2002,9,245.0
Satkhira,2002,10,23.0
Satkhira,2002,11,89.0
Satkhira,2002,12,0.0
Sitakunda,2002,1,5.0
Sitakunda,2002,2,0.0
Sitakunda,2002,3,64.0
Sitakunda,2002,4,147.0
Sitakunda,2002,5,404.0
Sitakunda,2002,6,701.0
Sitakunda,2002,7,902.0
Sitakunda,2002,8,467.0
Sitakunda,2002,9,1004.0
Sitakunda,2002,10,446.0
Sitakunda,2002,11,109.0
Sitakunda,2002,12,0.0
Srimangal,2002,1,15.0
Srimangal,2002,2,0.0
Srimangal,2002,3,147.0
Srimangal,2002,4,383.0
Srimangal,2002,5,572.0
Srimangal,2002,6,529.0
Srimangal,2002,7,541.0
Srimangal,2002,8,464.0
Srimangal,2002,9,307.0
Srimangal,2002,10,117.0
Srimangal,2002,11,90.0
Srimangal,2002,12,0.0
sydpur,2002,1,11.0
sydpur,2002,2,5.0
sydpur,2002,3,162.0
sydpur,2002,4,380.0
sydpur,2002,5,137.0
sydpur,2002,6,755.0
sydpur,2002,7,865.0
sydpur,2002,8,215.0
sydpur,2002,9,307.0
sydpur,2002,10,27.0
sydpur,2002,11,6.0
sydpur,2002,12,0.0
Sylhet,2002,1,2.0
Sylhet,2002,2,2.0
Sylhet,2002,3,78.0
Sylhet,2002,4,441.0
Sylhet,2002,5,548.0
Sylhet,2002,6,701.0
Sylhet,2002,7,841.0
Sylhet,2002,8,469.0
Sylhet,2002,9,396.0
Sylhet,2002,10,108.0
Sylhet,2002,11,132.0
Sylhet,2002,12,14.0
Tangail,2002,1,12.0
Tangail,2002,2,3.0
Tangail,2002,3,177.0
Tangail,2002,4,157.0
Tangail,2002,5,227.0
Tangail,2002,6,230.0
Tangail,2002,7,487.0
Tangail,2002,8,335.0
Tangail,2002,9,205.0
Tangail,2002,10,98.0
Tangail,2002,11,89.0
Tangail,2002,12,0.0
Teknaf,2002,1,2.0
Teknaf,2002,2,0.0
Teknaf,2002,3,46.0
Teknaf,2002,4,8.0
Teknaf,2002,5,498.0
Teknaf,2002,6,808.0
Teknaf,2002,7,1136.0
Teknaf,2002,8,692.0
Teknaf,2002,9,257.0
Teknaf,2002,10,340.0
Teknaf,2002,11,142.0
Teknaf,2002,12,0.0
Ambagan(Ctg),2003,1,0.0
Ambagan(Ctg),2003,2,0.0
Ambagan(Ctg),2003,3,53.0
Ambagan(Ctg),2003,4,170.0
Ambagan(Ctg),2003,5,198.0
Ambagan(Ctg),2003,6,1209.0
Ambagan(Ctg),2003,7,296.0
Ambagan(Ctg),2003,8,260.0
Ambagan(Ctg),2003,9,210.0
Ambagan(Ctg),2003,10,234.0
Ambagan(Ctg),2003,11,0.0
Ambagan(Ctg),2003,12,66.0
Barisal,2003,1,0.0
Barisal,2003,2,4.0
Barisal,2003,3,117.0
Barisal,2003,4,104.0
Barisal,2003,5,85.0
Barisal,2003,6,521.0
Barisal,2003,7,243.0
Barisal,2003,8,186.0
Barisal,2003,9,206.0
Barisal,2003,10,301.0
Barisal,2003,11,0.0
Barisal,2003,12,28.0
Bhola,2003,1,0.0
Bhola,2003,2,4.0
Bhola,2003,3,48.0
Bhola,2003,4,86.0
Bhola,2003,5,101.0
Bhola,2003,6,593.0
Bhola,2003,7,255.0
Bhola,2003,8,269.0
Bhola,2003,9,170.0
Bhola,2003,10,263.0
Bhola,2003,11,0.0
Bhola,2003,12,30.0
Bogra,2003,1,4.0
Bogra,2003,2,53.0
Bogra,2003,3,72.0
Bogra,2003,4,113.0
Bogra,2003,5,214.0
Bogra,2003,6,364.0
Bogra,2003,7,219.0
Bogra,2003,8,220.0
Bogra,2003,9,156.0
Bogra,2003,10,264.0
Bogra,2003,11,0.0
Bogra,2003,12,13.0
Chandpur,2003,1,0.0
Chandpur,2003,2,13.0
Chandpur,2003,3,109.0
Chandpur,2003,4,81.0
Chandpur,2003,5,125.0
Chandpur,2003,6,533.0
Chandpur,2003,7,209.0
Chandpur,2003,8,279.0
Chandpur,2003,9,200.0
Chandpur,2003,10,143.0
Chandpur,2003,11,0.0
Chandpur,2003,12,26.0
Chittagong,2003,1,0.0
Chittagong,2003,2,0.0
Chittagong,2003,3,53.0
Chittagong,2003,4,167.0
Chittagong,2003,5,198.0
Chittagong,2003,6,1209.0
Chittagong,2003,7,372.0
Chittagong,2003,8,260.0
Chittagong,2003,9,210.0
Chittagong,2003,10,234.0
Chittagong,2003,11,0.0
Chittagong,2003,12,66.0
chuadanga,2003,1,0.0
chuadanga,2003,2,20.0
chuadanga,2003,3,80.0
chuadanga,2003,4,50.0
chuadanga,2003,5,70.0
chuadanga,2003,6,241.0
chuadanga,2003,7,296.0
chuadanga,2003,8,241.0
chuadanga,2003,9,191.0
chuadanga,2003,10,320.0
chuadanga,2003,11,0.0
chuadanga,2003,12,13.0
Comilla,2003,1,2.0
Comilla,2003,2,50.0
Comilla,2003,3,128.0
Comilla,2003,4,132.0
Comilla,2003,5,141.0
Comilla,2003,6,673.0
Comilla,2003,7,290.0
Comilla,2003,8,131.0
Comilla,2003,9,97.0
Comilla,2003,10,129.0
Comilla,2003,11,3.0
Comilla,2003,12,49.0
Cox's Bazar,2003,1,0.0
Cox's Bazar,2003,2,4.0
Cox's Bazar,2003,3,68.0
Cox's Bazar,2003,4,10.0
Cox's Bazar,2003,5,574.0
Cox's Bazar,2003,6,1349.0
Cox's Bazar,2003,7,896.0
Cox's Bazar,2003,8,655.0
Cox's Bazar,2003,9,347.0
Cox's Bazar,2003,10,207.0
Cox's Bazar,2003,11,0.0
Cox's Bazar,2003,12,3.0
Dhaka,2003,1,0.0
Dhaka,2003,2,25.0
Dhaka,2003,3,96.0
Dhaka,2003,4,123.0
Dhaka,2003,5,140.0
Dhaka,2003,6,473.0
Dhaka,2003,7,191.0
Dhaka,2003,8,202.0
Dhaka,2003,9,264.0
Dhaka,2003,10,134.0
Dhaka,2003,11,0.0
Dhaka,2003,12,45.0
Dinajpur,2003,1,11.0
Dinajpur,2003,2,34.0
Dinajpur,2003,3,53.0
Dinajpur,2003,4,105.0
Dinajpur,2003,5,147.0
Dinajpur,2003,6,337.0
Dinajpur,2003,7,532.0
Dinajpur,2003,8,197.0
Dinajpur,2003,9,230.0
Dinajpur,2003,10,380.0
Dinajpur,2003,11,0.0
Dinajpur,2003,12,31.0
Faridpur,2003,1,0.0
Faridpur,2003,2,113.0
Faridpur,2003,3,110.0
Faridpur,2003,4,109.0
Faridpur,2003,5,89.0
Faridpur,2003,6,294.0
Faridpur,2003,7,276.0
Faridpur,2003,8,120.0
Faridpur,2003,9,81.0
Faridpur,2003,10,182.0
Faridpur,2003,11,0.0
Faridpur,2003,12,26.0
Feni,2003,1,0.0
Feni,2003,2,2.0
Feni,2003,3,92.0
Feni,2003,4,48.0
Feni,2003,5,93.0
Feni,2003,6,1046.0
Feni,2003,7,397.0
Feni,2003,8,315.0
Feni,2003,9,356.0
Feni,2003,10,131.0
Feni,2003,11,0.0
Feni,2003,12,60.0
Hatiya,2003,1,0.0
Hatiya,2003,2,0.0
Hatiya,2003,3,35.0
Hatiya,2003,4,127.0
Hatiya,2003,5,148.0
Hatiya,2003,6,1225.0
Hatiya,2003,7,752.0
Hatiya,2003,8,583.0
Hatiya,2003,9,395.0
Hatiya,2003,10,142.0
Hatiya,2003,11,0.0
Hatiya,2003,12,93.0
Ishurdi,2003,1,0.0
Ishurdi,2003,2,24.0
Ishurdi,2003,3,73.0
Ishurdi,2003,4,89.0
Ishurdi,2003,5,58.0
Ishurdi,2003,6,353.0
Ishurdi,2003,7,134.0
Ishurdi,2003,8,87.0
Ishurdi,2003,9,145.0
Ishurdi,2003,10,134.0
Ishurdi,2003,11,0.0
Ishurdi,2003,12,5.0
Jessore,2003,1,0.0
Jessore,2003,2,5.0
Jessore,2003,3,119.0
Jessore,2003,4,49.0
Jessore,2003,5,72.0
Jessore,2003,6,404.0
Jessore,2003,7,427.0
Jessore,2003,8,177.0
Jessore,2003,9,148.0
Jessore,2003,10,466.0
Jessore,2003,11,0.0
Jessore,2003,12,25.0
Khepupara,2003,1,0.0
Khepupara,2003,2,8.0
Khepupara,2003,3,109.0
Khepupara,2003,4,79.0
Khepupara,2003,5,165.0
Khepupara,2003,6,703.0
Khepupara,2003,7,404.0
Khepupara,2003,8,290.0
Khepupara,2003,9,239.0
Khepupara,2003,10,392.0
Khepupara,2003,11,0.0
Khepupara,2003,12,46.0
Khulna,2003,1,0.0
Khulna,2003,2,0.0
Khulna,2003,3,155.0
Khulna,2003,4,63.0
Khulna,2003,5,125.0
Khulna,2003,6,251.0
Khulna,2003,7,287.0
Khulna,2003,8,255.0
Khulna,2003,9,145.0
Khulna,2003,10,315.0
Khulna,2003,11,0.0
Khulna,2003,12,22.0
Kutubdia,2003,1,0.0
Kutubdia,2003,2,0.0
Kutubdia,2003,3,66.0
Kutubdia,2003,4,11.0
Kutubdia,2003,5,215.0
Kutubdia,2003,6,925.0
Kutubdia,2003,7,330.0
Kutubdia,2003,8,327.0
Kutubdia,2003,9,390.0
Kutubdia,2003,10,231.0
Kutubdia,2003,11,0.0
Kutubdia,2003,12,0.0
M.court,2003,1,0.0
M.court,2003,2,7.0
M.court,2003,3,92.0
M.court,2003,4,130.0
M.court,2003,5,209.0
M.court,2003,6,927.0
M.court,2003,7,468.0
M.court,2003,8,455.0
M.court,2003,9,272.0
M.court,2003,10,307.0
M.court,2003,11,0.0
M.court,2003,12,32.0
Madaripur,2003,1,0.0
Madaripur,2003,2,10.0
Madaripur,2003,3,70.0
Madaripur,2003,4,84.0
Madaripur,2003,5,66.0
Madaripur,2003,6,434.0
Madaripur,2003,7,283.0
Madaripur,2003,8,191.0
Madaripur,2003,9,221.0
Madaripur,2003,10,226.0
Madaripur,2003,11,0.0
Madaripur,2003,12,23.0
Mongla,2003,1,0.0
Mongla,2003,2,2.0
Mongla,2003,3,175.0
Mongla,2003,4,41.0
Mongla,2003,5,127.0
Mongla,2003,6,351.0
Mongla,2003,7,284.0
Mongla,2003,8,229.0
Mongla,2003,9,188.0
Mongla,2003,10,263.0
Mongla,2003,11,0.0
Mongla,2003,12,28.0
Mymensingh,2003,1,0.0
Mymensingh,2003,2,27.0
Mymensingh,2003,3,87.0
Mymensingh,2003,4,130.0
Mymensingh,2003,5,267.0
Mymensingh,2003,6,420.0
Mymensingh,2003,7,213.0
Mymensingh,2003,8,124.0
Mymensingh,2003,9,190.0
Mymensingh,2003,10,345.0
Mymensingh,2003,11,0.0
Mymensingh,2003,12,10.0
Patuakhali,2003,1,0.0
Patuakhali,2003,2,5.0
Patuakhali,2003,3,113.0
Patuakhali,2003,4,59.0
Patuakhali,2003,5,189.0
Patuakhali,2003,6,1023.0
Patuakhali,2003,7,461.0
Patuakhali,2003,8,360.0
Patuakhali,2003,9,259.0
Patuakhali,2003,10,147.0
Patuakhali,2003,11,0.0
Patuakhali,2003,12,1.0
Rajshahi,2003,1,3.0
Rajshahi,2003,2,18.0
Rajshahi,2003,3,64.0
Rajshahi,2003,4,45.0
Rajshahi,2003,5,84.0
Rajshahi,2003,6,280.0
Rajshahi,2003,7,230.0
Rajshahi,2003,8,128.0
Rajshahi,2003,9,262.0
Rajshahi,2003,10,292.0
Rajshahi,2003,11,0.0
Rajshahi,2003,12,6.0
Rangamati,2003,1,0.0
Rangamati,2003,2,1.0
Rangamati,2003,3,36.0
Rangamati,2003,4,82.0
Rangamati,2003,5,273.0
Rangamati,2003,6,1086.0
Rangamati,2003,7,252.0
Rangamati,2003,8,222.0
Rangamati,2003,9,370.0
Rangamati,2003,10,93.0
Rangamati,2003,11,0.0
Rangamati,2003,12,59.0
Rangpur,2003,1,8.0
Rangpur,2003,2,23.0
Rangpur,2003,3,109.0
Rangpur,2003,4,143.0
Rangpur,2003,5,160.0
Rangpur,2003,6,573.0
Rangpur,2003,7,633.0
Rangpur,2003,8,183.0
Rangpur,2003,9,206.0
Rangpur,2003,10,340.0
Rangpur,2003,11,0.0
Rangpur,2003,12,24.0
Satkhira,2003,1,0.0
Satkhira,2003,2,0.0
Satkhira,2003,3,121.0
Satkhira,2003,4,52.0
Satkhira,2003,5,174.0
Satkhira,2003,6,252.0
Satkhira,2003,7,231.0
Satkhira,2003,8,260.0
Satkhira,2003,9,202.0
Satkhira,2003,10,420.0
Satkhira,2003,11,0.0
Satkhira,2003,12,25.0
Sitakunda,2003,1,0.0
Sitakunda,2003,2,1.0
Sitakunda,2003,3,74.0
Sitakunda,2003,4,114.0
Sitakunda,2003,5,268.0
Sitakunda,2003,6,1025.0
Sitakunda,2003,7,508.0
Sitakunda,2003,8,397.0
Sitakunda,2003,9,387.0
Sitakunda,2003,10,193.0
Sitakunda,2003,11,0.0
Sitakunda,2003,12,9.0
Srimangal,2003,1,0.0
Srimangal,2003,2,4.0
Srimangal,2003,3,65.0
Srimangal,2003,4,215.0
Srimangal,2003,5,367.0
Srimangal,2003,6,640.0
Srimangal,2003,7,231.0
Srimangal,2003,8,204.0
Srimangal,2003,9,268.0
Srimangal,2003,10,247.0
Srimangal,2003,11,0.0
Srimangal,2003,12,54.0
sydpur,2003,1,7.0
sydpur,2003,2,25.0
sydpur,2003,3,143.0
sydpur,2003,4,181.0
sydpur,2003,5,238.0
sydpur,2003,6,703.0
sydpur,2003,7,462.0
sydpur,2003,8,148.0
sydpur,2003,9,230.0
sydpur,2003,10,425.0
sydpur,2003,11,0.0
sydpur,2003,12,29.0
Sylhet,2003,1,0.0
Sylhet,2003,2,0.0
Sylhet,2003,3,170.0
Sylhet,2003,4,311.0
Sylhet,2003,5,359.0
Sylhet,2003,6,1038.0
Sylhet,2003,7,497.0
Sylhet,2003,8,438.0
Sylhet,2003,9,499.0
Sylhet,2003,10,237.0
Sylhet,2003,11,0.0
Sylhet,2003,12,7.0
Tangail,2003,1,0.0
Tangail,2003,2,14.0
Tangail,2003,3,145.0
Tangail,2003,4,99.0
Tangail,2003,5,352.0
Tangail,2003,6,303.0
Tangail,2003,7,223.0
Tangail,2003,8,169.0
Tangail,2003,9,262.0
Tangail,2003,10,207.0
Tangail,2003,11,0.0
Tangail,2003,12,22.0
Teknaf,2003,1,0.0
Teknaf,2003,2,0.0
Teknaf,2003,3,17.0
Teknaf,2003,4,0.0
Teknaf,2003,5,221.0
Teknaf,2003,6,1638.0
Teknaf,2003,7,822.0
Teknaf,2003,8,895.0
Teknaf,2003,9,669.0
Teknaf,2003,10,181.0
Teknaf,2003,11,0.0
Teknaf,2003,12,8.0
Ambagan(Ctg),2004,1,0.0
Ambagan(Ctg),2004,2,0.0
Ambagan(Ctg),2004,3,6.0
Ambagan(Ctg),2004,4,165.0
Ambagan(Ctg),2004,5,275.0
Ambagan(Ctg),2004,6,638.0
Ambagan(Ctg),2004,7,630.0
Ambagan(Ctg),2004,8,142.0
Ambagan(Ctg),2004,9,590.0
Ambagan(Ctg),2004,10,203.0
Ambagan(Ctg),2004,11,0.0
Ambagan(Ctg),2004,12,0.0
Barisal,2004,1,0.0
Barisal,2004,2,0.0
Barisal,2004,3,11.0
Barisal,2004,4,87.0
Barisal,2004,5,126.0
Barisal,2004,6,316.0
Barisal,2004,7,241.0
Barisal,2004,8,478.0
Barisal,2004,9,1067.0
Barisal,2004,10,203.0
Barisal,2004,11,0.0
Barisal,2004,12,0.0
Bhola,2004,1,0.0
Bhola,2004,2,0.0
Bhola,2004,3,11.0
Bhola,2004,4,129.0
Bhola,2004,5,157.0
Bhola,2004,6,580.0
Bhola,2004,7,467.0
Bhola,2004,8,460.0
Bhola,2004,9,993.0
Bhola,2004,10,282.0
Bhola,2004,11,1.0
Bhola,2004,12,0.0
Bogra,2004,1,0.0
Bogra,2004,2,0.0
Bogra,2004,3,45.0
Bogra,2004,4,90.0
Bogra,2004,5,137.0
Bogra,2004,6,638.0
Bogra,2004,7,529.0
Bogra,2004,8,261.0
Bogra,2004,9,206.0
Bogra,2004,10,251.0
Bogra,2004,11,0.0
Bogra,2004,12,0.0
Chandpur,2004,1,0.0
Chandpur,2004,2,0.0
Chandpur,2004,3,9.0
Chandpur,2004,4,104.0
Chandpur,2004,5,101.0
Chandpur,2004,6,374.0
Chandpur,2004,7,312.0
Chandpur,2004,8,334.0
Chandpur,2004,9,845.0
Chandpur,2004,10,302.0
Chandpur,2004,11,0.0
Chandpur,2004,12,2.0
chuadanga,2004,1,0.0
chuadanga,2004,2,0.0
chuadanga,2004,3,0.0
chuadanga,2004,4,65.0
chuadanga,2004,5,78.0
chuadanga,2004,6,434.0
chuadanga,2004,7,202.0
chuadanga,2004,8,228.0
chuadanga,2004,9,818.0
chuadanga,2004,10,126.0
chuadanga,2004,11,0.0
chuadanga,2004,12,0.0
Comilla,2004,1,0.0
Comilla,2004,2,4.0
Comilla,2004,3,6.0
Comilla,2004,4,175.0
Comilla,2004,5,186.0
Comilla,2004,6,654.0
Comilla,2004,7,311.0
Comilla,2004,8,183.0
Comilla,2004,9,686.0
Comilla,2004,10,218.0
Comilla,2004,11,1.0
Comilla,2004,12,0.0
Cox's Bazar,2004,1,0.0
Cox's Bazar,2004,2,0.0
Cox's Bazar,2004,3,1.0
Cox's Bazar,2004,4,204.0
Cox's Bazar,2004,5,250.0
Cox's Bazar,2004,6,705.0
Cox's Bazar,2004,7,751.0
Cox's Bazar,2004,8,686.0
Cox's Bazar,2004,9,438.0
Cox's Bazar,2004,10,247.0
Cox's Bazar,2004,11,0.0
Cox's Bazar,2004,12,0.0
Dhaka,2004,1,0.0
Dhaka,2004,2,0.0
Dhaka,2004,3,9.0
Dhaka,2004,4,167.0
Dhaka,2004,5,162.0
Dhaka,2004,6,476.0
Dhaka,2004,7,295.0
Dhaka,2004,8,191.0
Dhaka,2004,9,839.0
Dhaka,2004,10,208.0
Dhaka,2004,11,0.0
Dhaka,2004,12,0.0
Dinajpur,2004,1,7.0
Dinajpur,2004,2,0.0
Dinajpur,2004,3,12.0
Dinajpur,2004,4,163.0
Dinajpur,2004,5,278.0
Dinajpur,2004,6,517.0
Dinajpur,2004,7,602.0
Dinajpur,2004,8,128.0
Dinajpur,2004,9,253.0
Dinajpur,2004,10,330.0
Dinajpur,2004,11,0.0
Dinajpur,2004,12,3.0
Faridpur,2004,1,3.0
Faridpur,2004,2,0.0
Faridpur,2004,3,6.0
Faridpur,2004,4,52.0
Faridpur,2004,5,208.0
Faridpur,2004,6,420.0
Faridpur,2004,7,235.0
Faridpur,2004,8,155.0
Faridpur,2004,9,764.0
Faridpur,2004,10,156.0
Faridpur,2004,11,0.0
Faridpur,2004,12,2.0
Feni,2004,1,0.0
Feni,2004,2,0.0
Feni,2004,3,0.0
Feni,2004,4,177.0
Feni,2004,5,185.0
Feni,2004,6,468.0
Feni,2004,7,499.0
Feni,2004,8,104.0
Feni,2004,9,708.0
Feni,2004,10,254.0
Feni,2004,11,0.0
Feni,2004,12,0.0
Hatiya,2004,1,0.0
Hatiya,2004,2,0.0
Hatiya,2004,3,7.0
Hatiya,2004,4,207.0
Hatiya,2004,5,150.0
Hatiya,2004,6,828.0
Hatiya,2004,7,557.0
Hatiya,2004,8,515.0
Hatiya,2004,9,1039.0
Hatiya,2004,10,420.0
Hatiya,2004,11,0.0
Hatiya,2004,12,0.0
Ishurdi,2004,1,0.0
Ishurdi,2004,2,0.0
Ishurdi,2004,3,0.0
Ishurdi,2004,4,127.0
Ishurdi,2004,5,125.0
Ishurdi,2004,6,292.0
Ishurdi,2004,7,397.0
Ishurdi,2004,8,156.0
Ishurdi,2004,9,541.0
Ishurdi,2004,10,151.0
Ishurdi,2004,11,0.0
Ishurdi,2004,12,0.0
Jessore,2004,1,3.0
Jessore,2004,2,0.0
Jessore,2004,3,9.0
Jessore,2004,4,70.0
